event_id,customer_id,event_timestamp,event_type,product_id
59,7504,2026-02-25 09:37:17.161702,purchase,227
60,8896,2026-01-20 13:53:52.491453,page_view,244
61,9206,2026-04-03 05:14:02.079740,purchase,499
62,1575,2026-03-10 09:15:39.124349,product_view,378
63,7559,2025-06-26 00:39:45.889690,page_view,179
64,302,2026-07-05 11:24:46.481635,purchase,429
65,9345,2026-05-10 07:38:15.873484,purchase,496
66,5034,2026-03-12 15:30:03.278273,purchase,92
67,9505,2025-01-21 13:45:37.193159,add_to_cart,58
68,508,2024-11-27 22:22:13.032074,add_to_cart,285
69,7365,2024-09-06 07:03:04.852979,product_view,13
70,7989,2025-01-30 23:55:51.164229,page_view,284
71,3175,2026-07-07 03:57:48.400575,add_to_cart,196
72,6261,2026-01-17 15:48:58.931386,product_view,480
73,4124,2026-04-28 07:24:05.085322,page_view,277
74,7481,2026-03-28 02:25:53.079946,purchase,411
75,7960,2025-12-07 09:43:31.714724,add_to_cart,492
76,3747,2025-06-10 00:50:57.363243,add_to_cart,115
77,1381,2024-11-09 19:07:12.255504,purchase,426
78,9665,2025-02-25 22:46:05.992982,page_view,464
79,3756,2024-12-20 16:21:00.108058,product_view,401
80,7004,2024-11-26 00:57:34.706926,add_to_cart,204
81,9673,2025-09-02 13:03:00.222472,purchase,54
82,7438,2026-05-09 14:11:59.877540,add_to_cart,182
83,6370,2025-10-21 08:27:52.414575,page_view,207
84,4797,2025-05-15 12:10:43.262375,add_to_cart,154
85,1555,2025-12-27 10:05:05.560887,page_view,379
86,586,2025-01-05 21:26:15.485045,product_view,148
87,6670,2025-12-14 00:08:45.326600,page_view,58
88,6089,2024-11-10 17:52:22.766953,add_to_cart,95
89,5388,2025-01-11 16:43:20.789215,page_view,420
90,9412,2025-12-12 17:39:42.642269,product_view,387
91,7666,2025-11-14 10:48:43.188077,purchase,340
92,3570,2026-01-17 19:14:00.158581,purchase,59
93,9706,2026-04-02 04:59:53.765250,product_view,288
94,5963,2025-07-17 22:05:29.802441,page_view,197
95,5064,2024-10-24 02:46:22.544996,page_view,373
96,5069,2025-07-13 14:32:39.355542,product_view,297
97,5412,2024-09-11 05:36:47.507498,purchase,149
98,4651,2025-07-10 15:39:51.939173,add_to_cart,371
99,9457,2025-06-04 16:10:44.408900,purchase,118
100,5666,2024-11-13 08:27:21.304873,purchase,114
101,2743,2024-11-14 18:17:09.505086,page_view,14
102,6997,2025-08-27 02:15:11.793465,add_to_cart,132
103,826,2025-03-25 13:37:07.188231,add_to_cart,350
104,4160,2025-08-15 06:41:45.210699,product_view,474
105,9236,2026-04-16 17:05:59.513925,page_view,348
106,441,2025-11-13 06:36:44.389055,page_view,421
107,7906,2026-07-19 09:40:23.707006,page_view,434
108,2660,2025-01-24 20:37:57.099516,page_view,440
109,2865,2025-03-28 13:33:44.488680,product_view,322
110,1581,2026-05-06 17:49:15.003577,product_view,172
111,1480,2026-07-09 01:24:57.961148,page_view,233
112,9621,2025-03-16 14:11:00.253577,page_view,38
113,196,2025-07-02 08:34:00.714327,page_view,160
114,4799,2024-09-11 17:38:59.399889,add_to_cart,281
115,4583,2025-07-21 04:17:33.636506,purchase,36
116,6259,2025-04-30 12:26:37.355079,page_view,348
117,2179,2024-09-28 17:56:16.068658,product_view,188
118,8162,2024-09-26 10:35:46.130210,add_to_cart,409
119,4482,2026-07-19 06:15:06.575834,page_view,455
120,668,2026-03-11 07:22:58.018589,purchase,177
121,1121,2024-09-01 16:53:51.324747,add_to_cart,325
122,984,2024-11-10 08:51:31.309636,purchase,259
123,2410,2024-10-20 02:31:27.538690,add_to_cart,462
124,3272,2025-11-16 09:54:33.429906,product_view,201
125,2997,2026-06-05 11:58:38.325615,purchase,310
126,3361,2024-10-02 12:12:42.642504,add_to_cart,195
127,9958,2026-06-14 07:17:29.946209,product_view,293
128,3786,2024-11-24 09:50:15.520633,purchase,229
129,8254,2025-12-19 17:33:47.121147,add_to_cart,343
130,2838,2026-02-02 21:52:46.294673,product_view,190
131,5724,2025-05-13 12:11:49.767367,page_view,16
132,8101,2024-10-15 05:14:52.754918,product_view,346
133,5173,2025-03-12 00:15:53.547530,product_view,401
134,9803,2026-01-09 17:13:57.054955,add_to_cart,405
135,8848,2025-03-26 19:06:37.061620,page_view,103
136,795,2026-08-12 00:27:59.655613,page_view,235
137,2414,2026-03-19 10:28:21.101323,page_view,360
138,3268,2024-10-16 23:04:13.698486,page_view,101
139,4735,2025-12-26 08:40:07.696086,purchase,455
140,4388,2026-05-16 01:48:38.307757,add_to_cart,83
141,3039,2025-07-22 01:22:50.857583,page_view,301
142,7445,2025-07-15 13:05:45.953732,product_view,258
143,4984,2025-07-24 02:16:10.053766,purchase,116
144,2575,2025-11-03 13:11:37.238638,page_view,358
145,9361,2024-11-22 21:16:25.988509,product_view,101
146,67,2025-04-15 07:46:25.611712,purchase,103
147,4844,2025-11-09 05:53:38.939262,product_view,4
148,1806,2024-11-03 13:50:13.872761,page_view,440
149,7718,2025-12-04 15:41:18.690804,add_to_cart,498
150,3767,2025-05-03 13:13:57.112995,page_view,210
151,5575,2026-05-04 10:45:47.744457,page_view,280
152,9559,2026-07-01 09:16:11.277429,page_view,380
153,9534,2026-07-02 04:53:32.845384,product_view,322
154,304,2025-05-09 05:07:16.297002,product_view,291
155,8709,2026-08-14 21:46:05.438938,add_to_cart,272
156,5588,2025-06-06 03:17:10.880954,add_to_cart,20
157,4234,2025-07-29 17:37:37.194257,product_view,16
158,7595,2026-08-05 09:58:01.145435,product_view,415
159,4519,2026-06-18 22:46:21.854079,page_view,495
160,4018,2025-05-16 09:27:23.294999,add_to_cart,33
161,9259,2024-10-22 18:29:09.113709,product_view,282
162,2447,2025-03-06 03:54:10.177129,purchase,489
163,6488,2024-11-01 21:03:27.657617,purchase,210
164,4441,2025-09-14 19:43:18.962193,page_view,447
165,5006,2025-04-10 01:05:31.565994,product_view,18
166,353,2025-09-22 09:10:03.116739,purchase,359
167,2370,2026-06-20 19:37:05.649540,page_view,358
168,962,2026-02-20 12:21:22.989981,page_view,64
169,9504,2026-08-12 23:14:31.042470,purchase,461
170,9190,2026-07-23 02:31:22.985514,add_to_cart,214
171,5703,2024-10-01 06:24:03.298265,purchase,448
172,3329,2025-10-01 15:22:44.721764,add_to_cart,459
173,8958,2025-12-04 21:15:19.420673,product_view,347
174,7142,2025-04-26 11:22:42.370690,product_view,196
175,1945,2025-10-20 22:35:13.978363,add_to_cart,334
176,6738,2026-02-02 00:03:17.459300,page_view,152
177,5980,2026-02-10 07:20:07.310169,page_view,332
178,5383,2025-10-09 05:57:57.255501,page_view,441
179,4733,2024-12-28 22:48:28.184013,page_view,310
180,6149,2026-03-05 19:51:36.493383,page_view,170
181,6326,2025-10-06 04:39:44.682116,page_view,184
182,6423,2026-02-28 10:32:45.053920,purchase,71
183,4775,2026-05-26 10:21:41.004905,page_view,300
184,7920,2026-06-15 13:26:01.411120,add_to_cart,115
185,2848,2025-11-20 15:32:33.862380,purchase,264
186,1075,2026-05-22 10:10:29.195607,add_to_cart,104
187,2208,2024-09-15 04:31:34.187250,purchase,331
188,6849,2024-09-07 16:44:38.049750,add_to_cart,353
189,7317,2025-04-26 05:30:31.942956,page_view,192
190,2935,2026-07-18 08:54:02.454696,purchase,248
191,218,2026-05-31 10:20:29.317047,product_view,471
192,4625,2026-01-02 14:33:07.860688,product_view,95
193,1202,2026-03-20 02:01:24.063710,product_view,54
194,8180,2026-07-30 07:31:11.132098,page_view,130
195,5308,2025-08-14 16:55:47.783186,add_to_cart,442
196,3717,2026-07-01 11:48:01.766969,product_view,486
197,3232,2024-09-08 21:07:25.653207,page_view,97
198,7994,2026-04-09 08:40:16.033159,purchase,287
199,4500,2024-11-27 02:11:57.835729,purchase,9
200,4978,2026-05-06 12:17:39.113986,add_to_cart,37
201,1627,2026-03-15 03:55:35.229365,page_view,162
202,545,2025-08-19 08:40:35.617225,add_to_cart,346
203,5243,2024-11-18 18:56:11.887770,page_view,433
204,7820,2026-03-11 04:30:42.169500,add_to_cart,215
205,1514,2025-03-30 13:34:29.639966,product_view,478
206,2200,2024-10-22 12:11:48.932425,purchase,352
207,9034,2026-03-12 16:43:42.317076,add_to_cart,256
208,3585,2025-01-30 08:49:56.216763,purchase,72
209,4000,2026-01-22 18:19:34.119488,product_view,23
210,4088,2024-12-08 20:46:46.060989,product_view,432
211,7121,2024-11-01 22:43:03.514065,add_to_cart,42
212,7123,2026-03-01 00:27:16.893696,page_view,126
213,4612,2026-05-10 14:59:00.100450,purchase,167
214,7586,2024-12-27 07:12:42.488252,add_to_cart,295
215,4275,2024-09-18 20:23:44.267722,product_view,246
216,2262,2025-11-24 08:51:35.860502,purchase,274
217,7226,2025-01-11 03:19:25.069078,product_view,200
218,3168,2024-08-24 20:00:54.916621,add_to_cart,189
219,677,2024-09-07 00:07:01.582104,purchase,451
220,7537,2026-06-05 19:44:26.441202,add_to_cart,30
221,4391,2025-10-08 10:28:13.301857,add_to_cart,476
222,3533,2026-07-08 16:54:14.527047,product_view,355
223,5167,2025-12-17 21:01:45.741221,page_view,52
224,9996,2025-02-15 03:07:15.471100,page_view,257
225,4373,2026-04-11 19:18:28.936854,page_view,441
226,4143,2025-02-01 09:03:43.211983,add_to_cart,347
227,3556,2024-10-18 11:27:08.009487,add_to_cart,102
228,4100,2025-01-23 10:05:15.550684,add_to_cart,366
229,9460,2025-06-19 06:50:13.872778,page_view,190
230,9593,2024-10-27 13:01:48.741157,add_to_cart,386
231,6151,2025-11-26 17:11:15.803943,add_to_cart,72
232,5052,2025-10-26 05:11:57.161057,purchase,233
233,8079,2026-01-26 04:30:58.749799,purchase,124
234,5685,2025-07-07 16:46:49.150354,purchase,197
235,4045,2026-02-03 02:18:24.982673,page_view,232
236,5936,2025-02-21 17:36:43.235630,purchase,293
237,4365,2026-04-20 20:21:58.263242,add_to_cart,179
238,7750,2026-06-12 09:03:51.934620,add_to_cart,130
239,1362,2025-08-14 04:22:36.642840,product_view,69
240,2442,2026-03-24 07:39:12.231274,purchase,15
241,7390,2025-11-11 21:33:35.532876,product_view,448
242,2188,2025-12-05 12:22:16.498832,page_view,308
243,1326,2025-10-02 16:50:31.903116,page_view,196
244,40,2025-03-02 12:39:33.642891,add_to_cart,242
245,2282,2024-11-22 03:13:33.983072,product_view,443
246,7859,2025-02-06 02:50:08.450262,add_to_cart,478
247,9844,2025-09-07 02:10:48.806826,product_view,324
248,5805,2025-01-15 18:59:24.937055,product_view,405
249,4180,2025-12-08 02:36:05.312674,product_view,84
250,3972,2024-12-12 10:40:03.550851,add_to_cart,498
251,9630,2026-06-22 15:47:00.509287,page_view,329
252,8638,2025-01-18 07:53:08.979209,add_to_cart,386
253,1419,2025-10-10 06:00:30.883451,product_view,364
254,2224,2025-05-01 10:42:25.057229,purchase,278
255,9978,2025-03-13 00:51:18.237558,product_view,339
256,2633,2025-05-19 11:43:17.997978,page_view,156
257,6045,2025-04-02 21:20:07.172245,product_view,230
258,6265,2025-06-23 03:50:24.068058,product_view,157
259,4545,2025-03-11 08:35:24.041224,page_view,438
260,4712,2025-11-30 16:23:27.253178,purchase,372
261,2126,2025-03-16 20:13:09.406162,add_to_cart,237
262,5699,2025-09-02 15:13:45.471736,page_view,362
263,9246,2024-11-01 04:31:44.855848,page_view,42
264,4703,2025-10-25 19:53:22.038030,add_to_cart,423
265,5555,2026-07-10 22:17:42.572501,add_to_cart,343
266,9504,2024-11-03 13:32:28.729531,product_view,173
267,5052,2026-03-17 06:38:01.630689,page_view,231
268,9184,2024-09-19 12:10:58.507378,purchase,63
269,6162,2025-04-09 14:47:15.632211,add_to_cart,299
270,9419,2026-07-20 15:52:26.932361,product_view,93
271,7768,2025-02-11 05:50:15.414219,page_view,201
272,4453,2025-06-08 08:07:00.062533,purchase,286
273,8993,2026-07-29 03:55:51.069349,product_view,476
274,2012,2025-03-31 13:56:50.483978,purchase,427
275,4955,2025-12-12 17:25:49.370614,add_to_cart,177
276,3022,2024-09-20 03:20:16.121125,add_to_cart,455
277,5149,2026-06-02 22:34:25.345703,purchase,201
278,3457,2025-03-03 08:34:11.688249,page_view,129
279,546,2025-10-26 20:45:37.027482,page_view,340
280,1282,2026-04-20 03:59:46.800814,page_view,292
281,1718,2025-07-07 02:37:04.043390,page_view,64
282,399,2025-03-25 19:32:40.963870,page_view,229
283,5238,2026-01-04 15:06:33.183864,purchase,305
284,1940,2025-02-16 02:05:37.088959,purchase,391
285,1364,2025-09-04 06:58:46.538965,page_view,325
286,3237,2026-01-18 00:43:12.533849,purchase,343
287,6840,2025-04-07 18:29:15.949677,page_view,76
288,5667,2025-09-21 21:12:54.674139,purchase,281
289,2133,2026-06-15 05:10:29.032429,purchase,288
290,6322,2025-09-22 14:07:26.419917,product_view,417
291,4775,2025-06-18 10:20:14.470952,purchase,365
292,3201,2025-12-17 16:45:14.993634,page_view,310
293,4969,2026-05-11 13:56:40.336231,purchase,276
294,68,2025-11-04 18:02:06.119529,add_to_cart,493
295,4825,2026-08-18 18:02:31.115088,page_view,230
296,325,2026-02-16 13:14:44.453408,page_view,116
297,4891,2024-08-23 09:58:06.793113,purchase,472
298,4815,2025-03-05 10:07:49.618418,page_view,172
299,4045,2025-07-21 08:10:57.235008,purchase,323
300,1251,2026-07-19 16:05:28.514001,purchase,18
301,9270,2025-02-16 21:45:43.761909,page_view,95
302,3912,2026-01-27 20:45:47.043105,purchase,247
303,5354,2025-10-14 21:47:24.554489,page_view,372
304,773,2025-11-05 05:20:59.918080,page_view,394
305,8502,2024-11-20 12:39:04.125411,page_view,172
306,8769,2025-03-02 08:19:37.430423,purchase,396
307,3300,2025-04-02 08:15:23.857826,page_view,389
308,8103,2026-03-06 09:37:11.129273,purchase,448
309,97,2025-11-06 01:02:23.855919,product_view,476
310,6786,2026-06-11 07:34:36.496889,purchase,476
311,8939,2025-11-19 22:21:25.327997,purchase,237
312,4256,2026-08-17 01:49:56.531765,page_view,277
313,5542,2025-02-24 08:18:04.458964,purchase,366
314,9080,2025-02-08 09:16:05.616053,page_view,413
315,5898,2026-04-20 16:36:45.408403,page_view,184
316,1271,2024-11-25 03:50:24.641007,purchase,119
317,8969,2026-01-18 15:50:51.206266,add_to_cart,469
318,6276,2026-05-01 16:09:15.460045,page_view,407
319,6484,2025-02-20 22:28:27.655453,page_view,329
320,315,2026-06-03 01:37:43.268863,page_view,2
321,764,2026-06-30 03:30:30.884120,add_to_cart,185
322,9249,2025-07-01 02:34:08.422206,add_to_cart,474
323,8713,2025-10-19 19:49:35.407258,product_view,408
324,1938,2025-12-31 14:02:18.052196,product_view,339
325,1661,2024-12-15 07:12:25.521518,add_to_cart,461
326,357,2025-08-24 07:13:21.661716,purchase,392
327,3408,2025-10-28 12:15:59.687208,page_view,438
328,434,2026-03-28 18:46:37.604778,page_view,227
329,1379,2025-10-26 22:23:15.667645,page_view,354
330,6212,2025-03-19 09:21:58.205890,purchase,342
331,2051,2025-09-08 05:28:14.784790,purchase,201
332,6371,2025-12-15 07:01:21.326938,add_to_cart,435
333,8854,2025-03-05 12:44:01.484759,product_view,155
334,6656,2026-07-10 13:51:54.495421,page_view,45
335,5913,2026-07-27 14:47:38.956297,add_to_cart,146
336,3249,2026-05-21 15:23:37.113827,page_view,349
337,2902,2026-05-10 19:08:17.402904,purchase,487
338,2783,2026-07-13 03:27:10.829329,purchase,153
339,1656,2025-11-21 00:56:17.470218,page_view,60
340,2468,2025-04-15 05:11:14.783998,page_view,425
341,4749,2025-02-26 11:34:35.629222,page_view,320
342,2121,2025-07-01 22:39:42.657723,add_to_cart,238
343,6395,2025-08-03 05:54:00.592876,purchase,178
344,7715,2025-05-28 14:25:25.338657,add_to_cart,260
345,1167,2025-04-16 04:57:42.365874,product_view,466
346,2414,2024-11-10 20:10:52.116481,page_view,320
347,6525,2025-11-13 09:15:10.143179,product_view,331
348,478,2025-11-26 09:26:22.054832,product_view,286
349,1253,2025-05-12 11:22:42.876025,add_to_cart,240
350,3747,2024-11-18 04:57:51.897673,product_view,383
351,3360,2025-10-31 18:41:19.379376,page_view,457
352,9941,2025-11-05 07:46:40.963148,add_to_cart,46
353,5047,2025-01-10 10:48:48.177329,purchase,463
354,5735,2024-09-19 02:29:05.153605,page_view,382
355,1840,2026-01-18 02:42:24.765212,product_view,61
356,909,2025-04-07 20:59:07.866340,add_to_cart,169
357,5805,2026-05-11 17:11:17.510466,add_to_cart,153
358,6066,2026-06-07 08:44:00.246361,page_view,52
359,4369,2025-06-05 03:54:14.664360,product_view,284
360,3123,2024-09-20 15:14:31.392116,page_view,193
361,7948,2026-04-29 10:05:13.341186,page_view,71
362,6602,2026-08-16 03:20:06.119949,page_view,404
363,74,2026-06-15 15:08:43.410205,add_to_cart,17
364,2841,2026-02-17 19:54:23.501261,purchase,82
365,2205,2024-11-01 10:38:52.378012,product_view,318
366,1410,2025-02-14 12:54:37.639315,add_to_cart,371
367,2776,2026-04-27 05:50:07.460701,product_view,414
368,9732,2024-10-04 00:11:39.261005,add_to_cart,351
369,6259,2026-05-22 09:11:09.241632,add_to_cart,150
370,5080,2024-11-13 01:57:26.331969,product_view,418
371,899,2026-01-31 04:58:02.637691,purchase,158
372,6223,2025-03-13 07:03:51.590950,product_view,195
373,8283,2026-01-04 05:22:32.724917,add_to_cart,377
374,4611,2025-12-13 04:16:38.196196,product_view,26
375,6764,2024-11-19 13:06:50.914662,add_to_cart,9
376,1397,2026-01-27 05:05:47.476637,page_view,323
377,7505,2025-03-30 00:59:29.758415,product_view,331
378,1180,2026-08-17 19:21:11.167659,add_to_cart,446
379,6997,2026-01-05 11:17:42.074639,add_to_cart,214
380,9049,2025-01-01 23:02:22.607427,page_view,400
381,6714,2025-02-16 04:27:41.844678,page_view,321
382,7846,2024-10-23 04:09:56.294109,page_view,368
383,7404,2026-03-17 02:11:06.842979,product_view,67
384,2139,2024-12-02 19:33:44.927434,page_view,111
385,589,2026-03-12 15:54:01.466341,product_view,108
386,8889,2025-11-07 16:36:48.182442,purchase,126
387,457,2026-05-30 05:36:09.271857,add_to_cart,396
388,239,2026-01-21 23:54:40.240512,add_to_cart,142
389,6701,2026-03-29 02:34:50.395963,purchase,29
390,8108,2025-02-26 08:08:07.229772,product_view,372
391,9951,2025-03-17 21:43:09.096375,add_to_cart,78
392,5554,2025-08-28 22:34:20.852830,product_view,35
393,1659,2026-07-15 14:01:51.506778,page_view,477
394,7196,2026-02-07 03:26:43.496002,product_view,417
395,6442,2025-09-11 19:53:15.248323,product_view,335
396,6656,2025-07-25 07:19:03.413136,purchase,20
397,128,2026-03-04 17:34:30.627917,page_view,121
398,6450,2026-04-19 02:26:50.735685,product_view,367
399,7869,2026-08-03 17:13:27.567054,product_view,297
400,47,2026-03-30 19:44:43.322659,add_to_cart,490
401,4937,2026-06-13 19:16:36.542466,page_view,187
402,6753,2026-04-20 09:59:12.276689,product_view,287
403,8417,2024-10-05 00:46:04.512896,add_to_cart,197
404,4316,2026-08-09 13:28:40.909013,page_view,84
405,7600,2026-08-18 00:07:10.229299,purchase,457
406,2560,2025-03-07 22:14:17.126168,page_view,69
407,5599,2025-12-19 13:57:20.560620,add_to_cart,455
408,9368,2025-06-22 12:56:59.698958,page_view,425
409,5302,2026-05-06 15:14:29.711756,page_view,52
410,6637,2025-03-02 08:06:03.273049,page_view,227
411,6906,2025-10-02 11:38:34.634379,add_to_cart,277
412,7185,2026-02-01 11:32:44.664329,add_to_cart,352
413,216,2024-09-20 06:41:33.936492,add_to_cart,184
414,6670,2025-09-18 03:53:44.970957,product_view,494
415,5859,2026-04-16 16:56:30.998907,page_view,77
416,3548,2024-10-17 19:07:07.773112,purchase,471
417,9664,2026-04-01 03:29:57.576831,page_view,193
418,5656,2026-05-21 13:15:59.989241,add_to_cart,320
419,6461,2026-08-13 00:59:13.447912,product_view,338
420,1091,2025-04-17 00:54:33.242223,add_to_cart,490
421,6492,2024-10-31 04:03:47.356924,product_view,258
422,1607,2024-09-23 09:08:36.291732,add_to_cart,7
423,8076,2025-06-30 01:01:30.189596,page_view,206
424,6075,2026-05-14 01:57:44.343649,page_view,82
425,3062,2026-02-05 00:15:17.249723,page_view,266
426,9701,2025-07-08 21:02:45.730659,add_to_cart,93
427,1887,2026-06-30 20:58:15.194981,add_to_cart,365
428,3210,2026-06-18 03:47:50.724015,purchase,101
429,70,2024-11-27 06:25:11.293641,page_view,269
430,3985,2025-11-28 09:43:02.806774,page_view,425
431,2447,2025-08-21 05:19:55.362955,purchase,34
432,2796,2026-03-22 09:32:45.190061,product_view,376
433,6077,2025-04-22 17:34:57.534199,purchase,169
434,8514,2024-11-26 20:00:14.405060,add_to_cart,392
435,5936,2025-02-14 13:50:42.538990,add_to_cart,66
436,8473,2025-11-23 07:20:06.402735,add_to_cart,299
437,9426,2024-12-01 12:44:11.995191,product_view,309
438,3320,2026-07-29 22:37:12.075250,page_view,293
439,5785,2024-10-28 08:57:35.946287,add_to_cart,248
440,9973,2025-11-12 15:21:46.819946,product_view,288
441,9997,2025-08-08 05:59:50.933990,add_to_cart,472
442,6103,2025-01-27 11:31:30.228476,page_view,389
443,7172,2025-10-28 16:42:39.994442,product_view,182
444,5927,2025-01-03 10:05:26.756949,add_to_cart,22
445,8140,2026-04-25 17:17:54.370069,add_to_cart,408
446,5357,2025-12-13 02:53:07.608010,add_to_cart,147
447,6229,2024-10-05 00:17:14.709069,add_to_cart,228
448,6511,2026-01-31 15:20:03.086987,product_view,202
449,1833,2026-01-25 06:10:29.087940,add_to_cart,492
450,4658,2025-01-29 12:07:56.328741,page_view,60
451,5756,2024-12-19 16:38:30.947530,purchase,60
452,381,2025-02-20 18:06:25.132093,product_view,184
453,6114,2025-02-28 16:10:13.129750,purchase,175
454,7372,2024-12-06 00:48:52.495047,product_view,357
455,9050,2026-03-09 18:58:06.675713,page_view,280
456,9950,2025-11-05 00:50:30.720870,add_to_cart,406
457,9674,2026-01-19 22:57:41.467725,add_to_cart,210
458,9710,2026-06-08 07:01:42.667155,product_view,349
459,9006,2025-02-18 02:35:15.313065,page_view,330
460,8940,2026-04-25 05:41:35.087905,product_view,27
461,5867,2026-03-11 15:21:22.465718,product_view,470
462,6661,2025-04-08 20:09:59.266920,add_to_cart,337
463,8484,2026-07-20 03:47:30.036492,add_to_cart,63
464,8308,2025-05-24 10:20:21.052464,add_to_cart,196
465,3703,2025-01-28 21:11:59.168020,product_view,329
466,7516,2025-10-02 06:12:25.693387,purchase,432
467,5431,2025-08-16 19:44:53.285895,purchase,119
468,6457,2024-11-06 04:15:56.684097,page_view,309
469,8884,2025-03-25 16:43:10.811554,add_to_cart,462
470,1529,2026-04-04 11:25:05.989892,page_view,423
471,6039,2024-09-30 18:33:28.184172,add_to_cart,44
472,8515,2026-02-10 08:53:17.171139,add_to_cart,471
473,2644,2026-06-05 01:30:35.227058,product_view,202
474,6639,2025-05-12 06:59:16.886401,page_view,90
475,2920,2026-05-28 03:10:53.657954,purchase,90
476,5600,2026-01-12 22:53:49.822480,page_view,92
477,8968,2024-12-15 21:02:23.371980,page_view,79
478,2525,2024-12-27 10:20:23.812738,add_to_cart,252
479,5045,2024-09-03 09:43:54.251338,product_view,86
480,2478,2025-07-22 00:33:25.646883,purchase,485
481,6977,2024-10-13 18:15:10.419137,add_to_cart,461
482,4330,2025-08-17 15:42:50.239448,page_view,32
483,9276,2024-12-18 11:35:00.831886,page_view,313
484,8032,2025-07-20 09:36:55.164704,page_view,333
485,7543,2024-09-08 22:59:14.638009,add_to_cart,267
486,9450,2025-09-05 08:29:49.389375,purchase,329
487,9430,2025-06-29 03:03:52.026679,product_view,73
488,1863,2026-04-27 02:32:19.409137,product_view,371
489,9432,2026-02-28 04:54:55.374359,add_to_cart,119
490,4067,2024-09-18 01:41:53.110032,product_view,255
491,5183,2026-04-20 23:28:50.810212,product_view,91
492,764,2025-05-28 04:26:30.459123,purchase,497
493,8553,2024-09-14 16:07:10.625431,product_view,442
494,2442,2025-08-06 03:05:36.818592,product_view,233
495,1945,2026-04-04 19:28:59.595464,product_view,382
496,5398,2025-08-05 15:19:49.767456,purchase,482
497,8,2025-07-17 06:09:01.083194,page_view,298
498,8714,2025-03-22 09:16:49.317924,page_view,286
499,4153,2025-10-12 21:45:39.343581,add_to_cart,497
500,6110,2025-09-13 03:33:34.859311,purchase,43
501,7519,2025-10-27 12:11:50.426621,add_to_cart,434
502,5460,2025-08-26 04:15:41.669733,page_view,428
503,4615,2026-08-01 14:52:50.947977,page_view,313
504,9651,2024-11-27 01:22:06.384259,product_view,205
