order_item_id,order_id,product_id,quantity,unit_price
102,38,135,3,958.09
103,39,35,2,319.36
104,40,466,2,235.9
105,40,305,3,725.03
106,40,3,1,867.04
107,41,367,1,695.69
108,41,456,3,932.51
109,41,74,3,252.39
110,41,136,1,386.44
111,41,496,2,828.13
112,42,399,3,229.2
113,43,162,2,369.56
114,44,463,3,877.44
115,44,336,1,319.28
116,45,60,2,835.58
117,45,339,2,930.13
118,45,257,3,955.55
119,45,479,3,697.28
120,45,379,3,678.99
121,46,442,1,332.15
122,47,462,3,194.88
123,47,324,3,755.97
124,48,52,2,128.04
125,48,456,3,932.51
126,49,449,1,941.73
127,49,307,3,137.29
128,49,258,1,879.73
129,49,59,1,236.83
130,50,268,2,103.92
131,50,410,2,219.29
132,50,445,3,688.85
133,50,353,2,949.68
134,50,385,2,709.75
135,51,242,3,682.6
136,51,429,3,773.77
137,51,168,1,291.22
138,51,262,3,593.32
139,51,75,2,180.38
140,52,257,1,955.55
141,52,321,3,610.05
142,53,40,2,219.17
143,54,9,2,185.27
144,55,294,3,718.97
145,55,237,1,449.51
146,55,105,1,461.31
147,55,242,1,682.6
148,55,154,3,827.41
149,56,220,3,597.75
150,56,404,1,140.01
151,56,61,1,829.78
152,57,411,1,592.64
153,57,15,2,567.08
154,57,466,2,235.9
155,58,207,2,29.82
156,58,226,1,963.23
157,59,269,2,696.82
158,59,283,2,935.19
159,59,31,1,30.96
160,60,326,1,589.37
161,60,272,1,607.84
162,60,197,3,750.91
163,61,280,3,654.82
164,62,409,1,796.61
165,62,290,3,796.22
166,62,98,2,926.95
167,62,334,1,844.36
168,63,340,2,15.66
169,63,487,3,124.89
170,63,220,2,597.75
171,64,483,1,231.7
172,64,461,1,661.02
173,64,33,3,26.74
174,64,321,1,610.05
175,64,99,3,476.37
176,65,321,3,610.05
177,65,451,2,902.64
178,66,430,2,155.88
179,66,41,3,268.59
180,66,133,3,656.23
181,67,158,2,842.05
182,67,432,3,613.41
183,68,282,2,345.7
184,68,462,3,194.88
185,68,37,2,593.23
186,68,65,2,249.99
187,68,82,3,682.16
188,69,386,1,12.43
189,70,18,2,239.81
190,70,269,2,696.82
191,70,94,1,50.08
192,70,487,1,124.89
193,70,480,1,230.07
194,71,187,1,324.83
195,71,348,2,377.8
196,71,113,1,86.86
197,71,203,3,953.54
198,72,373,1,365.85
199,72,482,3,591.79
200,73,345,3,19.97
201,73,102,3,501.8
202,73,280,2,654.82
203,74,228,1,263.84
204,74,148,2,405.96
205,74,121,1,974.14
206,74,409,3,796.61
207,74,338,3,417.66
208,75,279,2,725.42
209,75,133,3,656.23
210,76,279,2,725.42
211,77,466,2,235.9
212,77,434,3,187.84
213,77,11,1,583.59
214,78,289,1,671.26
215,79,99,2,476.37
216,79,384,1,844.03
217,79,278,2,456.57
218,79,358,3,413.66
219,79,122,2,240.4
220,80,208,2,958.67
221,80,389,1,777.56
222,80,343,2,90.68
223,81,122,3,240.4
224,81,500,3,404.56
225,81,309,2,115.38
226,81,483,3,231.7
227,82,370,1,575.65
228,83,147,2,60.69
229,83,112,2,912.12
230,83,135,2,958.09
231,83,349,1,969.56
232,83,445,2,688.85
233,84,91,1,274.04
234,85,43,3,45.39
235,85,124,1,340.28
236,85,217,1,534.48
237,85,116,3,288.45
238,85,89,1,26.75
239,86,432,2,613.41
240,86,120,2,261.26
241,87,40,1,219.17
242,87,107,2,172.39
243,87,305,1,725.03
244,87,65,1,249.99
245,88,154,3,827.41
246,88,234,2,216.24
247,88,330,1,393.42
248,89,182,2,254.01
249,89,418,1,180.72
250,89,332,3,242.1
251,89,298,3,105.98
252,90,230,1,220.06
253,90,250,3,212.55
254,90,376,2,321.64
255,91,174,2,61.57
256,91,369,2,221.7
257,92,263,3,665.56
258,92,323,3,818.6
259,93,163,1,461.39
260,93,342,3,85.96
261,93,335,1,75.51
262,94,47,1,647.09
263,94,84,3,478.25
264,94,469,3,898.07
265,94,302,1,778.82
266,94,76,1,433.13
267,95,42,3,636.98
268,95,400,1,514.2
269,95,144,2,826.96
270,95,406,2,387.08
271,96,89,2,26.75
272,96,466,1,235.9
273,96,276,1,236.7
274,96,169,1,296.84
275,96,287,3,500.78
276,97,73,1,720.26
277,97,381,1,673.71
278,97,298,3,105.98
279,97,218,2,327.81
280,97,308,3,35.38
281,98,159,3,848.45
282,98,141,3,815.88
283,98,73,1,720.26
284,99,242,2,682.6
285,99,296,3,674.95
286,99,289,3,671.26
287,99,431,2,863.78
288,100,59,2,236.83
289,101,82,2,682.16
290,102,485,3,315.7
291,102,398,2,723.46
292,102,256,1,991.97
293,102,401,2,363.8
294,103,477,3,288.84
295,103,320,1,765.87
296,103,73,1,720.26
297,103,77,2,790.67
298,103,130,2,497.16
299,104,493,1,239.58
300,104,492,1,774.43
301,104,153,3,81.7
302,104,414,3,325.49
303,105,126,3,782.72
304,106,134,3,744.1
305,106,309,1,115.38
306,106,140,2,636.67
307,106,96,3,874.65
308,107,376,2,321.64
309,107,185,1,305.06
310,107,264,1,294.34
311,107,299,3,530.43
312,108,64,2,30.98
313,108,193,3,941.85
314,108,245,1,545.53
315,108,431,3,863.78
316,108,477,1,288.84
317,109,393,1,175.17
318,109,251,2,751.08
319,110,239,3,895.36
320,110,178,1,361.88
321,110,60,3,835.58
322,110,271,1,637.66
323,111,413,2,55.58
324,111,317,2,63.09
325,112,91,1,274.04
326,112,57,1,485.45
327,112,9,3,185.27
328,113,447,3,136.95
329,113,407,2,905.88
330,113,155,1,165.7
331,114,410,1,219.29
332,114,478,2,763.74
333,114,168,1,291.22
334,114,169,2,296.84
335,114,239,2,895.36
336,115,445,3,688.85
337,115,361,1,174.22
338,115,374,2,264.61
339,116,130,3,497.16
340,116,117,1,395.47
341,117,458,2,699.58
342,117,469,1,898.07
343,117,180,2,610.46
344,117,431,1,863.78
345,117,296,2,674.95
346,118,188,2,722.02
347,118,230,3,220.06
348,118,143,1,863.46
349,118,79,3,898.27
350,118,441,3,287.25
351,119,239,1,895.36
352,119,299,1,530.43
353,120,87,3,457.22
354,120,455,2,437.9
355,120,182,2,254.01
356,120,321,2,610.05
357,120,118,2,559.15
358,121,81,1,174.65
359,121,166,1,617.39
360,121,476,1,567.75
361,121,414,3,325.49
362,122,106,1,117.91
363,123,58,2,62.59
364,123,180,2,610.46
365,123,273,2,858.0
366,123,478,2,763.74
367,124,96,3,874.65
368,124,364,2,167.17
369,125,32,2,502.05
370,125,228,1,263.84
371,125,136,3,386.44
372,125,453,2,150.13
373,125,60,3,835.58
374,126,444,3,990.29
375,126,449,2,941.73
376,126,42,3,636.98
377,126,68,2,475.8
378,126,468,1,599.72
379,127,311,2,553.46
380,128,272,1,607.84
381,128,437,1,71.06
382,128,15,1,567.08
383,128,149,2,612.6
384,129,168,2,291.22
385,129,487,3,124.89
386,129,471,1,281.89
387,129,282,1,345.7
388,129,422,2,645.18
389,130,73,3,720.26
390,130,489,3,77.25
391,130,380,1,471.64
392,130,275,3,400.0
393,130,208,2,958.67
394,131,486,2,438.52
395,131,36,2,978.79
396,131,229,1,395.65
397,131,26,2,878.6
398,132,219,1,148.13
399,132,85,3,201.8
400,132,360,1,898.08
401,133,461,1,661.02
402,134,453,1,150.13
403,134,412,1,989.44
404,135,343,1,90.68
405,135,169,3,296.84
406,135,38,1,276.09
407,135,302,3,778.82
408,136,418,1,180.72
409,136,318,2,858.75
410,136,235,3,621.12
411,136,164,3,761.97
412,137,27,2,895.11
413,137,362,3,101.63
414,137,192,3,548.76
415,138,286,3,487.63
416,138,137,3,344.9
417,139,250,2,212.55
418,139,372,2,183.2
419,139,21,3,516.91
420,139,374,2,264.61
421,140,156,2,195.54
422,140,21,3,516.91
423,140,232,1,118.69
424,140,339,2,930.13
425,140,465,3,179.3
426,141,267,1,249.9
427,141,105,1,461.31
428,141,250,2,212.55
429,142,405,3,164.36
430,143,324,2,755.97
431,144,253,3,954.8
432,144,169,1,296.84
433,144,400,3,514.2
434,145,46,2,30.31
435,145,77,3,790.67
436,145,333,2,856.93
437,145,490,3,952.06
438,146,332,1,242.1
439,146,348,3,377.8
440,146,38,3,276.09
441,146,474,3,212.42
442,146,55,1,628.67
443,147,147,3,60.69
444,147,420,3,748.62
445,147,272,1,607.84
446,147,133,2,656.23
447,147,157,3,748.28
448,148,338,3,417.66
449,149,141,2,815.88
450,149,344,3,719.63
451,149,69,2,892.14
452,149,425,3,682.09
453,150,374,1,264.61
454,150,383,1,489.63
455,151,357,2,860.16
456,152,393,3,175.17
457,153,446,2,161.92
458,153,259,1,747.11
459,153,343,2,90.68
460,153,205,2,579.96
461,154,155,3,165.7
462,154,161,3,673.65
463,154,400,2,514.2
464,154,242,1,682.6
465,154,5,2,887.21
466,155,338,2,417.66
467,155,280,2,654.82
468,155,433,2,247.2
469,156,484,1,21.09
470,157,7,1,23.94
471,158,43,1,45.39
472,158,42,1,636.98
473,158,250,2,212.55
474,158,141,2,815.88
475,158,231,1,181.06
476,159,368,1,307.22
477,159,310,1,130.41
478,159,281,3,40.3
479,159,20,3,465.6
480,160,94,1,50.08
481,160,275,2,400.0
482,161,439,3,720.83
483,162,472,1,550.4
484,162,295,2,438.92
485,162,450,3,821.29
486,162,435,2,81.16
487,162,461,2,661.02
488,163,405,3,164.36
489,163,276,2,236.7
490,163,102,1,501.8
491,164,406,1,387.08
492,164,401,3,363.8
493,164,383,2,489.63
494,164,423,3,453.46
495,165,442,3,332.15
496,165,323,2,818.6
497,165,210,2,851.8
498,165,453,2,150.13
499,166,90,1,510.98
500,166,15,2,567.08
501,166,399,1,229.2
502,167,250,3,212.55
503,168,30,3,582.51
504,168,447,1,136.95
505,168,113,2,86.86
506,168,351,3,12.93
507,168,209,1,525.94
508,169,99,1,476.37
509,169,386,2,12.43
510,169,299,2,530.43
511,169,411,2,592.64
512,169,180,2,610.46
513,170,273,1,858.0
514,170,227,1,870.07
515,170,431,2,863.78
516,170,416,3,524.25
517,171,66,3,765.03
518,171,353,2,949.68
519,171,90,3,510.98
520,172,217,1,534.48
521,172,490,3,952.06
522,173,144,3,826.96
523,173,57,1,485.45
524,173,351,3,12.93
525,173,44,3,260.04
526,174,447,3,136.95
527,174,300,1,986.45
528,174,130,3,497.16
529,174,395,3,988.32
530,174,168,2,291.22
531,175,268,1,103.92
532,175,26,2,878.6
533,176,249,2,707.54
534,176,139,2,470.14
535,176,167,2,993.84
536,176,414,3,325.49
537,176,411,2,592.64
538,177,124,3,340.28
539,177,354,3,929.83
540,177,158,1,842.05
541,178,288,3,210.25
542,178,48,3,822.91
543,179,231,2,181.06
544,179,35,1,319.36
545,179,33,3,26.74
546,179,64,3,30.98
547,180,62,3,916.32
548,180,380,3,471.64
549,180,466,3,235.9
550,180,472,3,550.4
551,180,84,2,478.25
552,181,308,1,35.38
553,181,105,2,461.31
554,181,247,1,883.23
555,182,280,2,654.82
556,182,39,3,621.38
557,182,133,1,656.23
558,182,248,3,428.46
559,182,88,3,775.36
560,183,378,3,993.7
561,183,357,3,860.16
562,184,454,1,282.3
563,184,397,3,117.07
564,184,238,1,766.97
565,184,112,1,912.12
566,184,383,1,489.63
567,185,419,2,936.19
568,185,251,1,751.08
569,186,269,3,696.82
570,186,301,3,174.33
571,186,114,2,908.95
572,186,35,2,319.36
573,187,335,1,75.51
574,187,137,2,344.9
575,187,56,1,889.31
576,187,92,3,789.45
577,188,300,2,986.45
578,188,293,3,636.27
579,188,453,1,150.13
580,188,220,1,597.75
581,189,301,3,174.33
582,189,404,3,140.01
583,190,65,3,249.99
584,190,130,3,497.16
585,190,328,1,548.32
586,191,244,3,388.54
587,192,82,2,682.16
588,192,227,3,870.07
589,192,499,1,186.45
590,193,16,2,149.36
591,193,204,3,167.69
592,193,289,1,671.26
593,193,132,2,441.15
594,194,445,3,688.85
595,195,300,2,986.45
596,195,265,1,898.9
597,195,143,2,863.46
598,195,274,3,491.55
599,195,363,2,396.81
600,196,321,1,610.05
601,196,30,2,582.51
602,196,31,3,30.96
603,196,416,3,524.25
604,197,411,2,592.64
605,197,410,1,219.29
606,197,485,1,315.7
607,197,433,1,247.2
608,198,372,1,183.2
609,198,360,1,898.08
610,199,157,2,748.28
611,199,317,2,63.09
612,200,490,1,952.06
613,200,155,1,165.7
614,200,110,1,822.7
615,201,214,1,656.29
616,201,424,2,867.47
617,201,440,3,941.0
618,202,232,1,118.69
619,203,124,3,340.28
620,203,69,1,892.14
621,203,243,2,325.42
622,204,178,3,361.88
623,204,22,3,453.15
624,204,225,3,409.72
625,205,422,2,645.18
626,205,462,1,194.88
627,205,83,3,876.37
628,206,251,2,751.08
629,206,18,3,239.81
630,206,196,1,716.93
631,206,216,3,895.44
632,206,341,2,300.98
633,207,370,3,575.65
634,207,421,3,637.89
635,207,425,2,682.09
636,207,79,3,898.27
637,208,21,1,516.91
638,208,262,3,593.32
639,209,27,2,895.11
640,209,402,3,55.09
641,210,86,1,388.97
642,211,88,2,775.36
643,211,351,1,12.93
644,211,320,1,765.87
645,211,225,2,409.72
646,211,339,1,930.13
647,212,487,1,124.89
648,212,432,1,613.41
649,212,465,3,179.3
650,213,54,1,915.88
651,213,470,3,372.34
652,213,105,3,461.31
653,213,327,2,742.19
654,213,237,2,449.51
655,214,235,1,621.12
656,214,412,2,989.44
657,215,241,1,475.59
658,216,481,1,348.88
659,216,83,1,876.37
660,216,156,2,195.54
661,216,184,1,174.88
662,216,99,3,476.37
663,217,363,1,396.81
664,218,272,3,607.84
665,218,227,3,870.07
666,218,402,3,55.09
667,219,331,2,697.6
668,219,171,2,430.38
669,220,306,1,143.37
670,220,78,1,976.22
671,220,345,1,19.97
672,220,456,1,932.51
673,221,436,2,764.19
674,222,34,3,759.72
675,223,472,1,550.4
676,223,310,1,130.41
677,223,267,1,249.9
678,223,358,2,413.66
679,223,2,2,915.3
680,224,325,3,477.48
681,224,107,1,172.39
682,225,445,1,688.85
683,225,312,1,571.28
684,226,408,3,771.26
685,226,357,1,860.16
686,226,274,2,491.55
687,227,214,3,656.29
688,227,120,1,261.26
689,227,82,2,682.16
690,228,311,1,553.46
691,229,158,2,842.05
692,229,433,1,247.2
693,229,123,1,714.94
694,229,350,2,206.12
695,230,244,1,388.54
696,230,267,1,249.9
697,230,269,3,696.82
698,230,133,2,656.23
699,230,54,1,915.88
700,231,12,3,509.59
701,231,229,3,395.65
702,232,281,3,40.3
703,233,307,2,137.29
704,234,52,1,128.04
705,234,394,2,543.95
706,234,148,3,405.96
707,235,39,2,621.38
708,235,150,1,973.25
709,235,57,2,485.45
710,236,215,2,825.49
711,236,370,1,575.65
712,236,272,3,607.84
713,236,47,1,647.09
714,236,491,3,606.08
715,237,190,1,333.71
716,238,443,3,573.38
717,238,283,1,935.19
718,238,385,1,709.75
719,238,450,3,821.29
720,238,64,3,30.98
721,239,438,2,629.67
722,240,279,1,725.42
723,241,171,3,430.38
724,241,365,2,453.65
725,241,68,1,475.8
726,241,304,2,949.38
727,242,382,2,896.44
728,242,461,2,661.02
729,242,265,3,898.9
730,243,404,1,140.01
731,243,291,3,319.0
732,243,353,1,949.68
733,243,67,1,445.26
734,243,267,3,249.9
735,244,454,1,282.3
736,244,190,1,333.71
737,244,97,3,311.2
738,245,361,1,174.22
739,246,68,1,475.8
740,246,355,1,179.81
741,246,237,3,449.51
742,246,90,1,510.98
743,247,431,2,863.78
744,248,48,2,822.91
745,248,218,2,327.81
746,248,388,3,612.42
747,249,123,2,714.94
748,249,319,3,287.78
749,250,432,1,613.41
750,250,41,3,268.59
751,250,406,1,387.08
752,250,211,3,594.4
753,251,443,3,573.38
754,252,331,2,697.6
755,252,434,2,187.84
756,252,132,1,441.15
757,252,496,2,828.13
758,253,486,1,438.52
759,253,346,3,115.65
760,253,269,1,696.82
761,253,419,1,936.19
762,253,105,2,461.31
763,254,59,2,236.83
764,255,381,3,673.71
765,255,383,1,489.63
766,255,264,2,294.34
767,255,83,1,876.37
768,256,311,2,553.46
769,256,75,2,180.38
770,257,47,2,647.09
771,257,424,1,867.47
772,257,494,3,709.8
773,257,500,1,404.56
774,258,209,2,525.94
775,259,460,1,445.74
776,259,217,3,534.48
777,259,201,1,827.05
778,260,44,1,260.04
779,260,72,2,889.76
780,261,298,3,105.98
781,261,210,3,851.8
782,262,57,3,485.45
783,262,44,2,260.04
784,262,84,3,478.25
785,262,58,2,62.59
786,263,444,1,990.29
787,263,238,1,766.97
788,264,428,3,130.34
789,264,84,1,478.25
790,264,415,1,537.01
791,264,191,3,336.81
792,264,47,1,647.09
793,265,172,1,974.29
794,265,204,2,167.69
795,265,488,1,954.72
796,265,493,2,239.58
797,265,349,2,969.56
798,266,255,3,80.49
799,267,371,2,663.93
800,267,204,1,167.69
801,267,12,1,509.59
802,267,237,3,449.51
803,268,410,3,219.29
804,269,125,3,788.5
805,269,471,2,281.89
806,269,163,3,461.39
807,270,146,3,811.25
808,271,401,1,363.8
809,271,153,2,81.7
810,271,147,2,60.69
811,272,37,3,593.23
812,272,177,3,333.47
813,272,341,1,300.98
814,273,218,3,327.81
815,273,144,1,826.96
816,273,286,2,487.63
817,274,266,1,950.68
818,275,15,1,567.08
819,275,144,3,826.96
820,276,298,1,105.98
821,276,322,3,124.86
822,276,354,2,929.83
823,277,196,1,716.93
824,278,210,2,851.8
825,279,83,1,876.37
826,279,354,2,929.83
827,279,420,2,748.62
828,279,493,1,239.58
829,280,455,2,437.9
830,280,417,3,40.09
831,281,53,3,74.55
832,281,276,1,236.7
833,281,377,3,645.08
834,281,414,3,325.49
835,281,253,2,954.8
836,282,34,3,759.72
837,282,223,1,479.18
838,282,249,2,707.54
839,282,68,3,475.8
840,282,105,2,461.31
841,283,469,1,898.07
842,283,130,3,497.16
843,283,436,1,764.19
844,284,241,3,475.59
845,284,13,2,896.16
846,285,242,2,682.6
847,285,173,2,942.72
848,285,424,3,867.47
849,285,315,3,137.52
850,285,428,2,130.34
851,286,265,1,898.9
852,286,60,3,835.58
853,286,230,2,220.06
854,287,500,1,404.56
855,287,482,1,591.79
856,288,111,1,162.82
857,288,459,1,843.56
858,289,404,3,140.01
859,290,193,1,941.85
860,290,361,1,174.22
861,290,102,3,501.8
862,290,382,1,896.44
863,291,193,3,941.85
864,291,408,1,771.26
865,291,319,2,287.78
866,292,34,2,759.72
867,293,35,1,319.36
868,293,495,3,123.49
869,293,114,1,908.95
870,293,297,1,414.4
871,294,322,2,124.86
872,295,447,1,136.95
873,296,473,1,729.47
874,296,242,3,682.6
875,297,69,1,892.14
876,297,9,3,185.27
877,297,462,3,194.88
878,298,61,3,829.78
879,298,437,1,71.06
880,299,205,2,579.96
881,299,201,1,827.05
882,299,305,2,725.03
883,299,29,2,983.12
884,299,415,2,537.01
885,300,463,2,877.44
886,301,69,1,892.14
887,301,228,3,263.84
888,301,350,3,206.12
889,301,295,3,438.92
890,302,443,3,573.38
891,302,152,1,866.34
892,303,213,1,906.89
893,303,314,3,801.08
894,303,412,1,989.44
895,303,27,3,895.11
896,304,79,1,898.27
897,304,290,2,796.22
898,304,338,1,417.66
899,305,381,3,673.71
900,305,455,3,437.9
901,305,61,1,829.78
902,306,333,1,856.93
903,307,467,3,357.63
904,307,390,2,266.63
905,307,481,3,348.88
906,308,167,3,993.84
907,308,440,2,941.0
908,308,241,2,475.59
909,308,34,1,759.72
910,309,276,3,236.7
911,309,176,2,716.78
912,309,269,3,696.82
913,309,325,1,477.48
914,310,306,1,143.37
915,310,329,3,90.61
916,310,459,3,843.56
917,310,194,1,98.72
918,310,375,3,918.34
919,311,168,3,291.22
920,311,101,3,438.01
921,311,134,2,744.1
922,311,367,3,695.69
923,312,42,3,636.98
924,312,421,3,637.89
925,313,40,3,219.17
926,313,13,2,896.16
927,313,94,1,50.08
928,314,418,2,180.72
929,314,193,3,941.85
930,314,35,1,319.36
931,315,22,2,453.15
932,315,261,2,271.04
933,315,415,3,537.01
934,316,33,2,26.74
935,316,445,2,688.85
936,316,276,3,236.7
937,317,131,3,291.83
938,317,288,2,210.25
939,317,365,1,453.65
940,318,5,3,887.21
941,318,477,3,288.84
942,318,290,3,796.22
943,318,277,3,28.27
944,318,454,3,282.3
945,319,360,3,898.08
946,319,215,3,825.49
947,319,156,3,195.54
948,319,79,1,898.27
949,320,357,3,860.16
950,320,310,1,130.41
951,320,241,3,475.59
952,320,193,3,941.85
953,321,229,2,395.65
954,321,226,3,963.23
955,321,114,3,908.95
956,321,55,2,628.67
957,322,450,1,821.29
958,322,341,2,300.98
959,323,411,3,592.64
960,324,284,1,234.6
961,324,196,2,716.93
962,324,304,2,949.38
963,324,126,3,782.72
964,324,404,2,140.01
965,325,255,2,80.49
966,325,96,3,874.65
967,325,124,3,340.28
968,325,271,2,637.66
969,325,311,2,553.46
970,326,427,3,691.29
971,326,304,3,949.38
972,326,255,2,80.49
973,326,164,3,761.97
974,326,493,3,239.58
975,327,411,2,592.64
976,328,413,1,55.58
977,328,390,1,266.63
978,329,401,1,363.8
979,330,395,1,988.32
980,330,420,3,748.62
981,331,193,2,941.85
982,331,475,3,537.56
983,331,165,2,273.99
984,331,247,1,883.23
985,331,328,2,548.32
986,332,454,3,282.3
987,332,12,2,509.59
988,332,244,1,388.54
989,332,39,2,621.38
990,332,220,3,597.75
991,333,418,1,180.72
992,333,187,2,324.83
993,333,111,3,162.82
994,333,301,2,174.33
995,334,479,2,697.28
996,334,291,3,319.0
997,334,353,3,949.68
998,335,133,2,656.23
999,335,175,2,854.48
1000,336,133,2,656.23
1001,336,381,1,673.71
1002,337,28,1,200.25
1003,337,342,2,85.96
1004,337,274,3,491.55
1005,337,247,1,883.23
1006,337,265,1,898.9
1007,338,52,3,128.04
1008,338,238,2,766.97
1009,339,270,2,734.04
1010,339,196,3,716.93
1011,339,114,1,908.95
1012,339,272,1,607.84
1013,340,82,1,682.16
1014,340,269,3,696.82
1015,340,51,2,132.07
1016,340,351,3,12.93
1017,341,235,1,621.12
1018,341,171,2,430.38
1019,341,146,2,811.25
1020,342,253,3,954.8
1021,342,413,3,55.58
1022,343,98,1,926.95
1023,343,154,2,827.41
1024,343,335,3,75.51
1025,344,420,3,748.62
1026,345,239,2,895.36
1027,345,130,2,497.16
1028,346,359,3,321.91
1029,347,69,3,892.14
1030,347,44,3,260.04
1031,347,115,2,648.87
1032,347,187,3,324.83
1033,347,19,3,646.32
1034,348,73,1,720.26
1035,348,59,2,236.83
1036,349,152,1,866.34
1037,349,127,1,742.11
1038,349,395,1,988.32
1039,349,41,3,268.59
1040,350,463,2,877.44
1041,351,423,1,453.46
1042,351,442,3,332.15
1043,351,265,2,898.9
1044,352,5,3,887.21
1045,352,406,1,387.08
1046,353,407,1,905.88
1047,353,376,3,321.64
1048,354,67,3,445.26
1049,354,300,3,986.45
1050,354,371,3,663.93
1051,354,271,3,637.66
1052,354,272,1,607.84
1053,355,189,2,715.9
1054,355,236,3,685.67
1055,356,84,2,478.25
1056,356,77,2,790.67
1057,356,403,3,23.14
1058,356,241,2,475.59
1059,357,304,2,949.38
1060,357,411,3,592.64
1061,357,56,1,889.31
1062,358,365,3,453.65
1063,358,213,2,906.89
1064,359,17,2,626.93
1065,359,264,2,294.34
1066,359,110,3,822.7
1067,359,259,3,747.11
1068,360,266,2,950.68
1069,360,227,3,870.07
1070,360,470,3,372.34
1071,361,375,3,918.34
1072,361,296,1,674.95
1073,361,68,1,475.8
1074,362,264,3,294.34
1075,362,156,2,195.54
1076,363,284,1,234.6
1077,363,304,3,949.38
1078,363,368,3,307.22
1079,363,178,3,361.88
1080,364,392,3,495.45
1081,364,170,2,376.62
1082,364,376,2,321.64
1083,365,433,1,247.2
1084,365,187,3,324.83
1085,365,97,2,311.2
1086,365,29,1,983.12
1087,365,258,2,879.73
1088,366,491,1,606.08
1089,366,400,2,514.2
1090,366,131,1,291.83
1091,367,478,1,763.74
1092,368,475,2,537.56
1093,368,335,2,75.51
1094,369,232,1,118.69
1095,369,314,1,801.08
1096,369,394,1,543.95
1097,370,397,2,117.07
1098,370,70,1,105.58
1099,370,12,2,509.59
1100,371,336,1,319.28
1101,372,333,3,856.93
1102,372,368,2,307.22
1103,372,123,3,714.94
1104,372,401,1,363.8
1105,372,103,1,627.5
1106,373,162,3,369.56
1107,373,396,3,428.07
1108,373,32,3,502.05
1109,374,394,3,543.95
1110,374,325,2,477.48
1111,375,102,3,501.8
1112,376,84,2,478.25
1113,376,30,2,582.51
1114,376,40,3,219.17
1115,376,74,1,252.39
1116,377,57,1,485.45
1117,378,188,3,722.02
1118,378,216,1,895.44
1119,378,500,3,404.56
1120,379,121,1,974.14
1121,379,478,1,763.74
1122,379,490,1,952.06
1123,379,21,2,516.91
1124,379,154,1,827.41
1125,380,318,1,858.75
1126,381,25,3,156.65
1127,381,207,1,29.82
1128,381,367,1,695.69
1129,381,32,3,502.05
1130,381,43,2,45.39
1131,382,244,3,388.54
1132,382,319,3,287.78
1133,382,150,2,973.25
1134,382,128,3,707.75
1135,383,34,2,759.72
1136,384,131,2,291.83
1137,384,228,2,263.84
1138,385,257,2,955.55
1139,386,119,1,198.9
1140,387,77,3,790.67
1141,387,125,3,788.5
1142,387,118,3,559.15
1143,387,49,2,604.73
1144,387,177,3,333.47
1145,388,170,3,376.62
1146,388,187,1,324.83
1147,388,308,2,35.38
1148,388,191,2,336.81
1149,389,139,1,470.14
1150,389,257,1,955.55
